rf1,rf2,rf3
0.0075,0.06,0.9325
0.005,0.0,0.995
0.015,0.5375,0.4475
1.0,0.0,0.0
0.0025,0.97,0.0275
0.0,0.0,1.0
0.0,0.0025,0.9975
0.0,0.9975,0.0025
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.065,0.935
0.0,0.0025,0.9975
0.0,0.045,0.955
0.0,0.0025,0.9975
0.9975,0.0025,0.0
0.0,0.5225,0.4775
0.9925,0.0,0.0075
0.9925,0.0,0.0075
0.0,0.0075,0.9925
0.0,0.0125,0.9875
0.0025,0.0,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.995,0.0,0.005
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.13,0.87
0.0,0.4975,0.5025
0.0,0.0075,0.9925
0.0,0.0275,0.9725
0.0,0.01,0.99
0.0,0.63,0.37
0.0,0.0325,0.9675
0.0,0.95,0.05
0.0,0.0075,0.9925
0.0,0.085,0.915
0.0,0.0025,0.9975
0.0,0.0025,0.9975
0.0,0.8275,0.1725
0.0,0.005,0.995
1.0,0.0,0.0
0.0,0.8575,0.1425
0.0,0.0675,0.9325
0.0,0.1625,0.8375
0.0025,0.52,0.4775
0.0,0.005,0.995
0.0,0.565,0.435
0.0,0.795,0.205
0.0,0.245,0.755
0.0,0.0675,0.9325
0.0025,0.86,0.1375
0.0,0.9475,0.0525
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.065,0.935
0.0,0.0775,0.9225
1.0,0.0,0.0
0.9875,0.0,0.0125
0.055,0.34,0.605
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.3675,0.6325
0.0,0.005,0.995
0.02,0.9475,0.0325
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
0.005,0.0175,0.9775
0.0,0.0125,0.9875
0.0,0.9575,0.0425
0.9975,0.0,0.0025
0.0,0.045,0.955
0.0,0.375,0.625
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.26,0.74
0.965,0.0125,0.0225
0.0,0.4325,0.5675
0.0,0.97,0.03
0.1275,0.8075,0.065
0.0,0.3475,0.6525
0.0,0.2075,0.7925
0.9925,0.0075,0.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.8875,0.1125
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.01,0.99
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.0075,0.99
0.0,0.0125,0.9875
0.0,0.43,0.57
0.9925,0.0,0.0075
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0025,0.27,0.7275
0.0,0.0025,0.9975
0.0,0.135,0.865
0.0,0.0,1.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0025,0.19,0.8075
0.0,0.07,0.93
0.995,0.005,0.0
0.0,0.015,0.985
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.1275,0.8725
0.0025,0.8825,0.115
1.0,0.0,0.0
0.9975,0.0025,0.0
1.0,0.0,0.0
0.0,0.67,0.33
0.0,0.01,0.99
0.0,0.035,0.965
0.995,0.0,0.005
1.0,0.0,0.0
0.005,0.545,0.45
1.0,0.0,0.0
0.125,0.6825,0.1925
0.98,0.0075,0.0125
0.0,0.465,0.535
0.0,0.0,1.0
0.0,0.0675,0.9325
0.0,0.025,0.975
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.015,0.985
1.0,0.0,0.0
0.0,0.025,0.975
1.0,0.0,0.0
0.0175,0.0375,0.945
0.0,0.0275,0.9725
0.0,0.22,0.78
0.0,0.4075,0.5925
0.0,0.0,1.0
0.0025,0.02,0.9775
0.955,0.015,0.03
0.555,0.14,0.305
0.0,0.015,0.985
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.125,0.8725
0.0175,0.495,0.4875
0.0,0.64,0.36
1.0,0.0,0.0
0.0,0.0225,0.9775
0.0,0.0225,0.9775
1.0,0.0,0.0
0.0,0.0225,0.9775
0.0,0.0475,0.9525
0.0,0.0,1.0
0.005,0.4825,0.5125
0.0075,0.3375,0.655
0.9925,0.0025,0.005
0.0,0.02,0.98
0.995,0.0025,0.0025
0.0,0.0025,0.9975
0.0,0.5325,0.4675
0.0,0.1125,0.8875
0.0,0.0025,0.9975
0.9525,0.025,0.0225
0.0,0.035,0.965
0.0,0.245,0.755
1.0,0.0,0.0
0.9975,0.0,0.0025
1.0,0.0,0.0
0.005,0.01,0.985
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.1275,0.8725
0.0,0.93,0.07
0.0,0.0,1.0
0.0,0.5,0.5
0.0,0.87,0.13
0.0,0.005,0.995
0.0,0.135,0.865
1.0,0.0,0.0
0.995,0.0025,0.0025
0.0025,0.98,0.0175
1.0,0.0,0.0
0.0,0.99,0.01
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0275,0.9725
0.0,0.55,0.45
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0175,0.9825
0.9975,0.0,0.0025
0.0,0.0,1.0
0.0,0.04,0.96
0.01,0.5975,0.3925
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0,1.0
0.0,0.595,0.405
0.0,0.065,0.935
0.355,0.0975,0.5475
0.0,0.4175,0.5825
0.0,0.3725,0.6275
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.015,0.985
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.5675,0.43
0.0,0.0475,0.9525
1.0,0.0,0.0
0.0,0.0375,0.9625
0.0,0.0375,0.9625
0.0,0.0575,0.9425
1.0,0.0,0.0
0.0,0.9525,0.0475
0.0,0.0525,0.9475
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.055,0.945
0.0,0.7925,0.2075
0.0,0.0575,0.9425
0.0025,0.6825,0.315
1.0,0.0,0.0
0.0,0.035,0.965
0.0025,0.0,0.9975
0.0,0.0775,0.9225
1.0,0.0,0.0
0.0,0.045,0.955
1.0,0.0,0.0
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0125,0.9875
0.9975,0.0025,0.0
0.0,0.0175,0.9825
0.0,0.0325,0.9675
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.055,0.945
1.0,0.0,0.0
0.9975,0.0025,0.0
1.0,0.0,0.0
0.985,0.01,0.005
0.0,0.065,0.935
0.0,0.02,0.98
0.0,0.7225,0.2775
0.0,0.025,0.975
0.0,0.035,0.965
1.0,0.0,0.0
0.9925,0.0025,0.005
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.995,0.0,0.005
0.0,0.0025,0.9975
0.0,0.24,0.76
0.0,0.385,0.615
0.0,0.0475,0.9525
0.0,0.005,0.995
0.0,0.235,0.765
0.0,0.0475,0.9525
0.0025,0.545,0.4525
0.0,0.0625,0.9375
0.0,0.035,0.965
1.0,0.0,0.0
0.005,0.9675,0.0275
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.055,0.945
1.0,0.0,0.0
0.0,0.74,0.26
0.0,0.4325,0.5675
0.0125,0.81,0.1775
0.0,0.0075,0.9925
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.26,0.74
1.0,0.0,0.0
0.0,0.02,0.98
1.0,0.0,0.0
0.0,0.035,0.965
1.0,0.0,0.0
0.0,0.0,1.0
0.0075,0.73,0.2625
0.0,0.0,1.0
0.9975,0.0,0.0025
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.005,0.995
0.0,0.0,1.0
0.0,0.0375,0.9625
0.0,0.8475,0.1525
0.0,0.5425,0.4575
0.0,0.98,0.02
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0075,0.9925
0.9975,0.0,0.0025
0.0,1.0,0.0
0.0025,0.95,0.0475
0.0,0.01,0.99
1.0,0.0,0.0
0.985,0.0125,0.0025
0.0,0.0025,0.9975
0.0,0.0075,0.9925
0.0,0.4675,0.5325
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.0175,0.9825
0.0,0.04,0.96
1.0,0.0,0.0
0.0,0.91,0.09
1.0,0.0,0.0
0.0,0.575,0.425
0.0,0.01,0.99
0.0,0.015,0.985
0.0,0.0025,0.9975
0.0,0.005,0.995
0.0,0.005,0.995
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.07,0.93
0.9975,0.0025,0.0
0.0,0.93,0.07
1.0,0.0,0.0
0.0,0.13,0.87
1.0,0.0,0.0
0.0,0.02,0.98
0.0,0.045,0.955
0.0,0.135,0.865
0.0,0.0275,0.9725
0.0,0.0325,0.9675
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.525,0.475
0.0,0.7125,0.2875
0.0,0.0,1.0
0.0,0.0,1.0
0.99,0.005,0.005
0.0,0.0125,0.9875
0.005,0.7975,0.1975
1.0,0.0,0.0
0.0,0.615,0.385
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.98,0.015,0.005
0.0,0.0575,0.9425
0.0,0.05,0.95
0.0,0.0075,0.9925
1.0,0.0,0.0
0.9125,0.01,0.0775
1.0,0.0,0.0
0.0,0.82,0.18
0.0,0.0625,0.9375
0.0,0.935,0.065
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.065,0.935
0.0,0.0075,0.9925
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.005,0.0275,0.9675
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.82,0.18
1.0,0.0,0.0
0.0,0.0025,0.9975
0.9975,0.0,0.0025
0.0,0.4175,0.5825
0.0,0.025,0.975
1.0,0.0,0.0
0.0,0.01,0.99
0.005,0.0275,0.9675
0.0,0.095,0.905
0.975,0.0025,0.0225
0.035,0.0975,0.8675
0.0,0.545,0.455
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.02,0.98
0.025,0.0525,0.9225
0.9975,0.0025,0.0
0.9925,0.0,0.0075
0.0,0.0925,0.9075
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0075,0.9925
0.005,0.5625,0.4325
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.0025,0.9975
1.0,0.0,0.0
0.005,0.1875,0.8075
0.9875,0.0125,0.0
1.0,0.0,0.0
0.0,0.0125,0.9875
0.0,0.165,0.835
0.0,0.2275,0.7725
0.0,0.1125,0.8875
1.0,0.0,0.0
0.0,0.02,0.98
0.9975,0.0,0.0025
0.0,0.025,0.975
0.0,0.1575,0.8425
0.0025,0.7875,0.21
0.0,0.0175,0.9825
0.0,0.0125,0.9875
0.045,0.0975,0.8575
0.0,0.2725,0.7275
0.0,0.005,0.995
0.0,0.0175,0.9825
0.0,0.2175,0.7825
0.0,0.1,0.9
1.0,0.0,0.0
0.0,0.8825,0.1175
0.9975,0.0,0.0025
0.9975,0.0,0.0025
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.005,0.995
0.0025,0.4125,0.585
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.57,0.43
0.0,0.0775,0.9225
0.0,0.99,0.01
0.0,0.0575,0.9425
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.005,0.995
1.0,0.0,0.0
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.115,0.885
1.0,0.0,0.0
0.0175,0.4875,0.495
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.005,0.995
0.06,0.27,0.67
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.01,0.99
0.0075,0.035,0.9575
1.0,0.0,0.0
0.0,0.025,0.975
0.9675,0.01,0.0225
0.0,0.005,0.995
1.0,0.0,0.0
0.0175,0.2675,0.715
0.0,0.0275,0.9725
1.0,0.0,0.0
1.0,0.0,0.0
0.0125,0.0775,0.91
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0175,0.9825
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.075,0.925
1.0,0.0,0.0
0.0,0.0175,0.9825
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0075,0.9925
0.0,0.005,0.995
1.0,0.0,0.0
0.015,0.065,0.92
0.0,0.4,0.6
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.2175,0.7825
0.0,0.145,0.855
0.0,0.695,0.305
0.9975,0.0,0.0025
0.0,0.1025,0.8975
0.9925,0.0,0.0075
0.0,0.085,0.915
0.995,0.0025,0.0025
0.0,0.445,0.555
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.0,1.0
0.9625,0.03,0.0075
0.0275,0.21,0.7625
0.0,0.015,0.985
0.0,0.4175,0.5825
0.0,0.095,0.905
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0625,0.9375
0.0,0.0375,0.9625
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0075,0.9925
0.995,0.0,0.005
0.0,0.005,0.995
0.995,0.0,0.005
0.0,0.0575,0.9425
1.0,0.0,0.0
0.0025,0.6375,0.36
0.0,0.0125,0.9875
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.7175,0.2825
0.0,0.965,0.035
0.0025,0.0975,0.9
1.0,0.0,0.0
0.0,0.0125,0.9875
0.0025,0.07,0.9275
0.0,0.99,0.01
0.0,0.24,0.76
0.0,0.8725,0.1275
0.0,0.0,1.0
0.995,0.0025,0.0025
0.9975,0.0025,0.0
1.0,0.0,0.0
0.01,0.2375,0.7525
0.0,0.0525,0.9475
0.0,0.1425,0.8575
0.0,0.1175,0.8825
0.0,0.36,0.64
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.995,0.0,0.005
0.0,0.0125,0.9875
0.0025,0.0725,0.925
0.9325,0.05,0.0175
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.8125,0.1875
0.0,0.015,0.985
1.0,0.0,0.0
0.0,0.975,0.025
0.0025,0.115,0.8825
0.0,0.0025,0.9975
0.005,0.2,0.795
0.0025,0.1175,0.88
0.0,0.0,1.0
1.0,0.0,0.0
0.1725,0.0275,0.8
0.0,0.7725,0.2275
0.0025,0.165,0.8325
0.9975,0.0,0.0025
0.0,0.795,0.205
0.065,0.35,0.585
0.0,0.0075,0.9925
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.0,1.0
0.0,0.16,0.84
0.0,0.0275,0.9725
0.0025,0.0325,0.965
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.2775,0.7225
0.0,0.0025,0.9975
0.0,0.3875,0.6125
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0725,0.9275
0.0025,0.0325,0.965
0.0,0.02,0.98
1.0,0.0,0.0
0.9875,0.0125,0.0
0.0,0.04,0.96
0.0,0.0375,0.9625
0.0,0.01,0.99
0.0,0.03,0.97
0.0,0.0,1.0
0.0,0.3,0.7
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.1325,0.8675
0.0,0.01,0.99
0.0025,0.885,0.1125
0.0,0.0675,0.9325
0.0,0.83,0.17
0.0,0.0025,0.9975
0.995,0.005,0.0
0.0925,0.02,0.8875
0.0,0.0125,0.9875
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.02,0.98
0.0,0.0275,0.9725
0.0,0.0625,0.9375
1.0,0.0,0.0
0.0,0.625,0.375
0.0,0.075,0.925
0.0,0.4775,0.5225
0.005,0.0225,0.9725
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.4675,0.5325
0.0025,0.6775,0.32
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.015,0.985
0.0,0.0,1.0
1.0,0.0,0.0
0.0025,0.0,0.9975
0.0,0.1575,0.8425
0.0025,0.9775,0.02
1.0,0.0,0.0
0.025,0.5375,0.4375
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.025,0.975
0.02,0.6925,0.2875
0.0,0.9975,0.0025
0.0,0.085,0.915
0.0,0.8025,0.1975
0.0,0.0125,0.9875
1.0,0.0,0.0
0.0,0.05,0.95
1.0,0.0,0.0
0.985,0.005,0.01
0.0,0.15,0.85
0.9925,0.0075,0.0
0.9925,0.0025,0.005
0.0,0.005,0.995
0.0,0.125,0.875
0.0,0.155,0.845
1.0,0.0,0.0
0.0,0.03,0.97
0.0,0.0,1.0
0.045,0.7475,0.2075
0.0,0.96,0.04
1.0,0.0,0.0
0.0,0.0225,0.9775
0.0,0.01,0.99
0.0,0.0,1.0
0.0,0.04,0.96
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.98,0.02
0.0,0.005,0.995
0.0,0.515,0.485
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,1.0,0.0
0.0,0.7925,0.2075
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.3575,0.6425
0.0,0.035,0.965
0.0,0.04,0.96
0.0,0.0625,0.9375
0.0,0.0075,0.9925
0.0025,0.1475,0.85
0.0425,0.0175,0.94
0.9975,0.0025,0.0
0.0,0.015,0.985
1.0,0.0,0.0
1.0,0.0,0.0
0.995,0.0025,0.0025
0.0,0.3925,0.6075
0.0,0.22,0.78
0.0025,0.015,0.9825
0.0,0.0,1.0
0.02,0.3825,0.5975
0.0,0.01,0.99
0.9975,0.0,0.0025
0.04,0.5125,0.4475
0.0,0.0025,0.9975
0.0,0.2475,0.7525
0.0,0.9975,0.0025
0.0,0.93,0.07
0.0,0.01,0.99
0.99,0.0025,0.0075
0.0,0.1275,0.8725
0.02,0.755,0.225
0.0,0.0025,0.9975
0.0,0.005,0.995
0.0,0.8575,0.1425
0.005,0.14,0.855
0.015,0.4025,0.5825
1.0,0.0,0.0
0.0,0.095,0.905
0.0,0.06,0.94
0.0,0.0325,0.9675
0.0075,0.0,0.9925
0.0,0.735,0.265
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0175,0.9825
0.0,0.965,0.035
1.0,0.0,0.0
0.0025,0.5875,0.41
0.0,0.35,0.65
1.0,0.0,0.0
0.0,0.0075,0.9925
0.0,0.045,0.955
1.0,0.0,0.0
0.0,0.0075,0.9925
0.0,0.355,0.645
0.0,0.105,0.895
0.0,0.02,0.98
1.0,0.0,0.0
0.005,0.0225,0.9725
0.0025,0.0,0.9975
1.0,0.0,0.0
0.0,0.235,0.765
0.0,0.13,0.87
1.0,0.0,0.0
0.0,0.02,0.98
1.0,0.0,0.0
0.0,0.675,0.325
0.0025,0.1375,0.86
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.4675,0.5325
0.0,0.005,0.995
0.0,0.0725,0.9275
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.0625,0.935
1.0,0.0,0.0
0.0,0.08,0.92
0.0025,0.895,0.1025
1.0,0.0,0.0
0.0,0.035,0.965
0.9975,0.0,0.0025
0.0,0.9975,0.0025
0.0,0.0,1.0
0.02,0.0,0.98
0.0,0.945,0.055
1.0,0.0,0.0
0.0,0.1175,0.8825
0.02,0.255,0.725
0.0,0.0,1.0
0.0,0.03,0.97
1.0,0.0,0.0
0.0,0.1175,0.8825
0.0,0.015,0.985
0.0,0.03,0.97
0.9875,0.0,0.0125
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.0325,0.9675
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0125,0.9875
0.0,0.5075,0.4925
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.04,0.96
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.8775,0.1225
0.0075,0.2925,0.7
0.0,0.0,1.0
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.1875,0.8125
1.0,0.0,0.0
0.0,0.9,0.1
1.0,0.0,0.0
0.0,0.02,0.98
0.0,0.0175,0.9825
0.0,0.745,0.255
0.9775,0.015,0.0075
1.0,0.0,0.0
0.0,0.0,1.0
0.0075,0.0,0.9925
0.0,0.1475,0.8525
1.0,0.0,0.0
0.0,0.0475,0.9525
0.9975,0.0,0.0025
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9925,0.0,0.0075
0.0,0.0,1.0
0.0025,0.6475,0.35
0.0,0.0025,0.9975
0.0475,0.155,0.7975
1.0,0.0,0.0
0.94,0.0375,0.0225
0.0,1.0,0.0
0.0,0.0875,0.9125
0.0,0.0,1.0
0.0,0.485,0.515
0.0,0.0025,0.9975
0.0025,0.1025,0.895
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.0075,0.9925
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0125,0.9875
0.9975,0.0025,0.0
0.0,0.7475,0.2525
0.0,0.01,0.99
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.0075,0.9925
0.0,0.0225,0.9775
0.0,0.6675,0.3325
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0725,0.9275
0.0,0.0425,0.9575
1.0,0.0,0.0
0.9925,0.0025,0.005
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.4025,0.5975
0.0,0.155,0.845
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.0,1.0
0.0,0.15,0.85
1.0,0.0,0.0
0.99,0.0,0.01
0.0,0.8875,0.1125
1.0,0.0,0.0
0.0,0.1025,0.8975
0.0,0.6875,0.3125
0.02,0.28,0.7
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.9825,0.0175
0.0,0.005,0.995
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.0,0.9975
0.0025,0.385,0.6125
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.85,0.15
1.0,0.0,0.0
1.0,0.0,0.0
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.025,0.975
0.0,0.1075,0.8925
0.0225,0.44,0.5375
1.0,0.0,0.0
0.0,0.0025,0.9975
0.1475,0.4675,0.385
0.0,0.2175,0.7825
0.0,0.2425,0.7575
0.0425,0.8325,0.125
1.0,0.0,0.0
0.0,0.0225,0.9775
0.9975,0.0025,0.0
0.9975,0.0,0.0025
0.0,0.4825,0.5175
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.035,0.965
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.09,0.91
1.0,0.0,0.0
0.0025,0.225,0.7725
0.0,0.9975,0.0025
0.0,0.0525,0.9475
0.0,0.26,0.74
1.0,0.0,0.0
0.0,0.4475,0.5525
0.0,0.0225,0.9775
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.99,0.0025,0.0075
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.065,0.935
0.0,0.81,0.19
0.0,0.0425,0.9575
0.0,0.0,1.0
0.0,0.04,0.96
0.0,0.18,0.82
0.0,0.0225,0.9775
0.0,0.0225,0.9775
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.01,0.99
1.0,0.0,0.0
0.0,0.01,0.99
0.0,0.1175,0.8825
0.0,0.355,0.645
1.0,0.0,0.0
0.0,0.965,0.035
0.155,0.255,0.59
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.06,0.94
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.53,0.47
0.0,0.4775,0.5225
0.0025,0.0725,0.925
0.0,0.2875,0.7125
0.0,0.0125,0.9875
1.0,0.0,0.0
0.0,0.07,0.93
0.0,0.0025,0.9975
0.0,0.285,0.715
0.9825,0.005,0.0125
0.0,0.06,0.94
0.0,0.08,0.92
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.39,0.61
0.0,0.015,0.985
0.0,0.005,0.995
0.0075,0.725,0.2675
0.0,0.3775,0.6225
1.0,0.0,0.0
0.0,0.0425,0.9575
1.0,0.0,0.0
0.9925,0.0,0.0075
0.0,0.0025,0.9975
0.0,0.005,0.995
1.0,0.0,0.0
0.9925,0.005,0.0025
0.0025,0.1975,0.8
1.0,0.0,0.0
0.0,0.0125,0.9875
0.01,0.645,0.345
0.0,0.01,0.99
0.0,0.325,0.675
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.2975,0.7025
0.005,0.005,0.99
0.0,0.0125,0.9875
0.0,0.9975,0.0025
1.0,0.0,0.0
0.0,0.3225,0.6775
0.0025,0.07,0.9275
0.9975,0.0,0.0025
0.0,0.07,0.93
0.0,0.01,0.99
0.0,0.015,0.985
0.0,0.01,0.99
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.42,0.58
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.05,0.95
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.045,0.955
0.0,0.7525,0.2475
0.0,0.0375,0.9625
0.0,0.0,1.0
0.9975,0.0,0.0025
0.0,0.0,1.0
0.0,0.01,0.99
0.0,0.045,0.955
0.0,0.35,0.65
0.0,0.28,0.72
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.0175,0.9825
0.0,0.4175,0.5825
0.0,0.195,0.805
0.0075,0.2575,0.735
1.0,0.0,0.0
0.0,0.0375,0.9625
1.0,0.0,0.0
0.0,0.025,0.975
0.0,0.0825,0.9175
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.105,0.895
0.0,0.025,0.975
0.9575,0.0025,0.04
0.0,0.395,0.605
0.0,0.34,0.66
0.0175,0.2925,0.69
0.0,0.95,0.05
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.03,0.8575,0.1125
0.0,0.075,0.925
0.0,0.3,0.7
0.0,0.12,0.88
0.0,0.9825,0.0175
0.0,0.8975,0.1025
0.0,0.0425,0.9575
0.0,0.0,1.0
1.0,0.0,0.0
0.0025,0.345,0.6525
1.0,0.0,0.0
1.0,0.0,0.0
0.0325,0.1675,0.8
0.0,0.0,1.0
0.0175,0.635,0.3475
0.015,0.9175,0.0675
0.9925,0.0,0.0075
0.0,0.01,0.99
0.965,0.0025,0.0325
0.95,0.035,0.015
1.0,0.0,0.0
0.0075,0.125,0.8675
0.0,0.0025,0.9975
0.0,0.01,0.99
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.915,0.085
0.0,0.01,0.99
0.97,0.0075,0.0225
0.0,0.045,0.955
1.0,0.0,0.0
0.0,0.01,0.99
1.0,0.0,0.0
